9|7|8
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
10|8|9
14|12|15
8|6|8
13|13|15
10|8|10
11|9|10
9|7|8
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
10|8|9
14|12|14
8|6|7
13|13|15
10|8|10
11|9|10
9|7|8
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
10|8|9
14|12|14
8|6|8
13|13|15
10|8|10
11|9|10
9|7|8
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
13|11|20
14|12|21
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|25
16|14|22
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
13|11|20
14|12|21
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|25
16|14|22
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
13|11|20
14|12|21
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|25
16|14|22
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
13|11|20
14|12|21
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|25
16|14|22
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
13|11|20
14|12|21
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|25
16|14|22
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|14|15
17|15|16
16|16|19
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|14|15
17|15|16
16|16|19
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|14|15
17|15|16
16|16|19
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|14|15
17|15|16
16|16|19
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
14|14|15
17|15|16
16|16|18
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
14|14|15
17|15|16
16|16|19
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|15
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
20|18|20
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
19|17|18
17|15|16
16|16|19
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|19
17|15|16
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|19
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|14
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
20|18|28
19|17|26
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
17|15|16
16|16|18
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
20|18|22
19|17|21
17|17|22
13|11|40
14|12|38
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
17|15|96
16|14|70
14|12|15
8|6|8
9|7|8
13|13|15
10|8|10
11|9|10
5|3|4
20|18|20
19|17|18
17|15|16
10|8|9
7|5|6
11|9|16
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
16|16|18
14|12|14
8|6|7
9|7|8
13|13|15
10|8|10
11|9|10
5|3|4
10|8|9
14|12|15
7|5|6
11|9|11
13|13|15
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
8|6|8
9|7|8
10|8|10
11|9|10
5|3|4
10|8|9
14|12|14
7|5|6
11|9|16
13|13|15
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
8|6|8
9|7|8
10|8|10
11|9|10
5|3|4
10|8|9
14|12|14
7|5|6
11|9|16
13|13|15
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
8|6|8
9|7|8
10|8|10
11|9|10
5|3|4
10|8|9
14|12|14
7|5|6
11|9|16
13|13|15
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
8|6|8
9|7|8
10|8|10
11|9|10
5|3|4
10|8|9
14|12|15
7|5|6
11|9|11
13|13|15
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
8|6|8
9|7|8
10|8|10
11|9|10
5|3|4
10|8|9
7|5|6
11|9|11
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
8|6|8
9|7|8
10|8|10
11|9|10
5|3|4
10|8|9
7|5|6
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
8|6|8
9|7|8
10|8|10
11|9|10
5|3|4
10|8|9
7|5|6
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
8|6|7
9|7|8
5|3|4
10|8|9
7|5|6
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
8|6|8
9|7|8
5|3|4
10|8|9
7|5|6
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
8|6|8
9|7|8
5|3|4
10|8|9
7|5|6
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
8|6|8
9|7|8
5|3|4
10|8|9
7|5|6
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
7|5|6
8|6|7
9|7|8
5|3|4
10|8|9
14|12|14
7|5|6
11|9|10
13|13|15
3|3|4
4|2|3
5|3|4
6|4|6
7|5|6
3|1|2
6|4|5
8|6|7
9|7|8
10|8|9
11|9|10
5|3|4
10|8|9
14|12|15
7|5|6
11|9|11
13|13|15
3|3|4
4|2|3
5|3|4
6|4|6
7|5|11
3|1|2
7|5|6
6|4|5
8|6|11
9|7|21
10|8|10
11|9|10
5|3|4
10|8|9
14|12|14
7|5|6
11|9|11
13|13|15
3|3|4
4|2|3
5|3|4
6|4|7
3|1|2
7|5|7
6|4|5
8|6|12
9|7|24
10|8|10
11|9|10
5|3|4
14|12|15
7|5|6
11|9|11
13|13|15
3|3|4
4|2|3
5|3|4
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
10|8|10
11|9|10
5|3|4
14|12|14
13|13|15
3|3|4
4|2|3
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
10|8|10
11|9|10
5|3|4
14|12|15
13|13|15
3|3|4
4|2|3
6|4|6
3|1|2
7|5|7
6|4|5
10|8|10
11|9|10
5|3|4
14|12|15
13|13|15
3|3|4
4|2|3
6|4|6
7|5|11
3|1|2
7|5|6
6|4|5
10|8|10
11|9|10
5|3|4
3|3|4
4|2|3
6|4|7
7|5|8
3|1|2
7|7|14
3|3|4
4|2|3
6|4|7
7|5|6
3|1|2
7|5|6
3|3|4
4|2|3
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
3|3|4
4|2|3
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
3|3|4
4|2|3
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
3|3|4
4|2|3
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
3|3|4
4|2|3
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
3|3|4
4|2|3
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
3|3|4
4|2|3
6|4|7
7|5|6
3|1|2
7|5|7
6|4|5
3|3|4
4|2|3
6|4|6
7|5|6
3|1|2
7|5|7
6|4|5
3|3|4
4|2|3
6|4|6
7|5|6
3|1|2
7|5|6
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
3|3|4
4|2|3
3|1|2
12|12|14
14|12|13
12|10|11
11|9|10
7|7|10
6|6|8
6|4|5
7|5|7
3|3|4
4|2|3
3|1|2
12|12|13
14|12|13
12|10|11
11|9|10
7|7|10
6|6|7
6|4|5
7|5|7
3|3|4
4|2|3
3|1|2
12|12|13
14|12|13
12|10|11
11|9|10
7|7|10
6|6|8
6|4|5
7|5|7
3|3|4
4|2|3
3|1|2
12|12|14
14|12|13
12|10|11
11|9|10
7|7|9
6|6|7
6|4|5
7|5|7
3|3|4
4|2|3
3|1|2
12|12|13
14|12|13
12|10|11
11|9|10
7|7|10
6|6|7
6|4|5
7|5|7
3|3|4
4|2|3
3|1|2
12|12|14
14|12|13
12|10|11
11|9|10
7|7|10
6|6|7
6|4|5
7|5|7
3|3|4
4|2|3
3|1|2
12|12|14
14|12|13
12|10|11
11|9|10
7|7|10
6|6|8
6|4|5
7|5|7
3|3|4
4|2|3
3|1|2
12|12|14
14|12|13
12|10|11
11|9|10
7|7|10
6|6|8
6|4|5
7|5|7
3|3|4
4|2|3
3|1|2
12|12|13
14|12|13
12|10|11
11|9|10
7|7|10
6|6|8
6|4|5
7|5|7
3|3|4
4|2|3
3|1|2
12|12|13
14|12|13
12|10|11
11|9|10
7|7|10
6|6|8
6|4|5
7|5|7
3|3|4
4|2|3
3|1|2
