15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
11|1
10|2
11|1
12|2
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
6|6
11|3
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
11|1
10|2
11|1
12|2
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
6|6
11|3
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
11|1
10|2
11|1
12|2
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
6|6
11|3
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
11|3
12|4
14|4
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|7
12|8
14|4
14|10
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
15|5
17|9
18|10
18|14
13|9
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|7
12|8
14|4
14|10
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
15|5
17|9
18|10
18|14
13|9
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|7
12|8
14|4
14|10
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
15|5
17|9
18|10
18|14
13|9
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|7
12|8
14|4
14|10
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
15|5
17|9
18|10
18|14
13|9
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|7
12|8
14|4
14|10
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
15|5
17|9
18|10
18|14
13|9
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|7
12|8
14|4
14|10
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
15|5
17|9
18|10
18|14
13|9
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|7
12|8
14|4
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|7
14|4
14|14
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
14|4
14|14
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|9
12|10
14|4
14|12
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|11
12|12
14|4
14|14
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
11|3
12|4
14|4
11|11
12|12
14|4
14|14
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|10
12|4
14|4
11|11
12|12
14|4
14|14
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
14|4
11|7
12|8
14|4
14|10
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|13
16|16
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|7
12|8
14|6
14|10
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
11|7
12|8
14|4
14|10
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
15|5
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
11|3
12|4
14|4
11|7
12|8
14|4
14|10
17|7
18|8
17|11
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
17|9
18|10
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
15|13
16|16
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|16
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|16
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|16
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|16
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
14|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
14|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|10
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
18|14
14|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
18|14
14|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
18|14
14|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
12|12
14|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
12|12
14|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
18|14
13|13
14|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
18|14
13|13
14|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
18|14
12|12
13|13
14|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
18|14
12|12
14|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|10
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|15
16|16
20|12
21|11
18|14
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|14
20|12
21|11
18|14
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|16
20|12
21|11
18|14
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
17|11
18|10
19|9
16|14
18|12
21|11
15|13
16|16
20|12
21|11
18|14
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
17|9
18|8
19|9
16|14
18|10
21|11
15|13
16|14
20|10
21|11
18|14
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
17|9
18|8
19|9
16|12
18|10
21|11
15|13
16|14
20|10
21|11
18|12
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
17|9
18|8
19|9
16|12
18|10
21|11
15|13
16|14
20|10
21|11
18|12
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
17|9
18|8
19|9
16|12
18|10
21|11
15|13
16|14
20|10
21|11
18|12
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
17|9
18|8
19|9
16|12
18|10
21|11
15|13
16|14
20|10
21|11
18|12
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
17|9
18|8
19|9
16|12
18|10
21|11
15|13
16|14
20|10
21|11
18|12
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
17|9
18|8
16|12
18|10
21|11
15|13
16|14
20|10
21|11
18|12
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
17|9
19|9
16|12
18|10
21|11
15|13
16|14
20|12
21|11
18|12
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
18|8
19|9
16|12
18|10
21|11
15|13
16|14
20|10
21|11
18|12
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
17|9
18|8
19|9
16|12
21|11
15|13
16|14
20|10
21|11
18|12
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
17|9
18|8
19|9
18|10
21|11
15|13
16|14
20|10
21|11
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
17|9
18|8
19|9
16|12
18|10
21|11
15|13
16|14
20|10
21|11
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
18|8
19|9
21|11
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
18|8
19|9
21|11
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
18|8
19|9
21|11
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
18|8
19|9
21|11
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
19|9
21|11
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|7
18|8
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
18|8
12|12
11|3
12|2
8|4
9|3
6|6
11|1
7|7
10|2
11|1
10|4
17|9
18|8
12|12
11|3
12|2
8|4
9|3
6|6
11|1
